Observation station,Year,Month,Day,Time [Local time],Snow depth mean [cm]
Sodankylä Tähtelä,2013,1,1,00:00,55.6
Sodankylä Tähtelä,2013,1,2,00:00,56.6
Sodankylä Tähtelä,2013,1,3,00:00,55.2
Sodankylä Tähtelä,2013,1,4,00:00,53.7
Sodankylä Tähtelä,2013,1,5,00:00,53.1
Sodankylä Tähtelä,2013,1,6,00:00,52.4
Sodankylä Tähtelä,2013,1,7,00:00,53.2
Sodankylä Tähtelä,2013,1,8,00:00,53.2
Sodankylä Tähtelä,2013,1,9,00:00,57.8
Sodankylä Tähtelä,2013,1,10,00:00,57
Sodankylä Tähtelä,2013,1,11,00:00,56.1
Sodankylä Tähtelä,2013,1,12,00:00,55.3
Sodankylä Tähtelä,2013,1,13,00:00,54.9
Sodankylä Tähtelä,2013,1,14,00:00,54.2
Sodankylä Tähtelä,2013,1,15,00:00,54
Sodankylä Tähtelä,2013,1,16,00:00,54
Sodankylä Tähtelä,2013,1,17,00:00,54
Sodankylä Tähtelä,2013,1,18,00:00,53.7
Sodankylä Tähtelä,2013,1,19,00:00,53.3
Sodankylä Tähtelä,2013,1,20,00:00,53.5
Sodankylä Tähtelä,2013,1,21,00:00,55.9
Sodankylä Tähtelä,2013,1,22,00:00,56
Sodankylä Tähtelä,2013,1,23,00:00,55.3
Sodankylä Tähtelä,2013,1,24,00:00,56
Sodankylä Tähtelä,2013,1,25,00:00,55.7
Sodankylä Tähtelä,2013,1,26,00:00,55.9
Sodankylä Tähtelä,2013,1,27,00:00,59.7
Sodankylä Tähtelä,2013,1,28,00:00,62
Sodankylä Tähtelä,2013,1,29,00:00,67.1
Sodankylä Tähtelä,2013,1,30,00:00,67.9
Sodankylä Tähtelä,2013,1,31,00:00,72.3
Sodankylä Tähtelä,2013,2,1,00:00,74.7
Sodankylä Tähtelä,2013,2,2,00:00,75.9
Sodankylä Tähtelä,2013,2,3,00:00,79.4
Sodankylä Tähtelä,2013,2,4,00:00,82.1
Sodankylä Tähtelä,2013,2,5,00:00,80.6
Sodankylä Tähtelä,2013,2,6,00:00,78.5
Sodankylä Tähtelä,2013,2,7,00:00,77.3
Sodankylä Tähtelä,2013,2,8,00:00,76.9
Sodankylä Tähtelä,2013,2,9,00:00,77
Sodankylä Tähtelä,2013,2,10,00:00,76.1
Sodankylä Tähtelä,2013,2,11,00:00,75
Sodankylä Tähtelä,2013,2,12,00:00,75
Sodankylä Tähtelä,2013,2,13,00:00,74.1
Sodankylä Tähtelä,2013,2,14,00:00,74.4
Sodankylä Tähtelä,2013,2,15,00:00,73.6
Sodankylä Tähtelä,2013,2,16,00:00,73.8
Sodankylä Tähtelä,2013,2,17,00:00,74.2
Sodankylä Tähtelä,2013,2,18,00:00,73.3
Sodankylä Tähtelä,2013,2,19,00:00,72.9
Sodankylä Tähtelä,2013,2,20,00:00,72.9
Sodankylä Tähtelä,2013,2,21,00:00,73.6
Sodankylä Tähtelä,2013,2,22,00:00,74.3
Sodankylä Tähtelä,2013,2,23,00:00,73.6
Sodankylä Tähtelä,2013,2,24,00:00,72.8
Sodankylä Tähtelä,2013,2,25,00:00,72
Sodankylä Tähtelä,2013,2,26,00:00,72.3
Sodankylä Tähtelä,2013,2,27,00:00,75.8
Sodankylä Tähtelä,2013,2,28,00:00,78
Sodankylä Tähtelä,2013,3,1,00:00,77.2
Sodankylä Tähtelä,2013,3,2,00:00,77
Sodankylä Tähtelä,2013,3,3,00:00,76.4
Sodankylä Tähtelä,2013,3,4,00:00,75.8
Sodankylä Tähtelä,2013,3,5,00:00,76.9
Sodankylä Tähtelä,2013,3,6,00:00,80.2
Sodankylä Tähtelä,2013,3,7,00:00,79.9
Sodankylä Tähtelä,2013,3,8,00:00,79.4
Sodankylä Tähtelä,2013,3,9,00:00,78.9
Sodankylä Tähtelä,2013,3,10,00:00,78.4
Sodankylä Tähtelä,2013,3,11,00:00,77.9
Sodankylä Tähtelä,2013,3,12,00:00,77.6
Sodankylä Tähtelä,2013,3,13,00:00,77.4
Sodankylä Tähtelä,2013,3,14,00:00,77.5
Sodankylä Tähtelä,2013,3,15,00:00,77.2
Sodankylä Tähtelä,2013,3,16,00:00,77.1
Sodankylä Tähtelä,2013,3,17,00:00,77
Sodankylä Tähtelä,2013,3,18,00:00,77
Sodankylä Tähtelä,2013,3,19,00:00,76.9
Sodankylä Tähtelä,2013,3,20,00:00,76.9
Sodankylä Tähtelä,2013,3,21,00:00,76.4
Sodankylä Tähtelä,2013,3,22,00:00,76.2
Sodankylä Tähtelä,2013,3,23,00:00,76
Sodankylä Tähtelä,2013,3,24,00:00,75.8
Sodankylä Tähtelä,2013,3,25,00:00,76
Sodankylä Tähtelä,2013,3,26,00:00,76
Sodankylä Tähtelä,2013,3,27,00:00,77.3
Sodankylä Tähtelä,2013,3,28,00:00,78.2
Sodankylä Tähtelä,2013,3,29,00:00,77.8
Sodankylä Tähtelä,2013,3,30,00:00,77.3
Sodankylä Tähtelä,2013,3,31,00:00,77
Sodankylä Tähtelä,2013,4,1,00:00,76.4
Sodankylä Tähtelä,2013,4,2,00:00,76.5
Sodankylä Tähtelä,2013,4,3,00:00,77
Sodankylä Tähtelä,2013,4,4,00:00,76.8
Sodankylä Tähtelä,2013,4,5,00:00,77
Sodankylä Tähtelä,2013,4,6,00:00,76.6
Sodankylä Tähtelä,2013,4,7,00:00,76.2
Sodankylä Tähtelä,2013,4,8,00:00,76.4
Sodankylä Tähtelä,2013,4,9,00:00,76
Sodankylä Tähtelä,2013,4,10,00:00,76
Sodankylä Tähtelä,2013,4,11,00:00,76
Sodankylä Tähtelä,2013,4,12,00:00,75.1
Sodankylä Tähtelä,2013,4,13,00:00,73.7
Sodankylä Tähtelä,2013,4,14,00:00,70.3
Sodankylä Tähtelä,2013,4,15,00:00,69.6
Sodankylä Tähtelä,2013,4,16,00:00,66.6
Sodankylä Tähtelä,2013,4,17,00:00,60.3
Sodankylä Tähtelä,2013,4,18,00:00,53.9
Sodankylä Tähtelä,2013,4,19,00:00,49.8
Sodankylä Tähtelä,2013,4,20,00:00,47
Sodankylä Tähtelä,2013,4,21,00:00,44.6
Sodankylä Tähtelä,2013,4,22,00:00,43.4
Sodankylä Tähtelä,2013,4,23,00:00,41.9
Sodankylä Tähtelä,2013,4,24,00:00,39.9
Sodankylä Tähtelä,2013,4,25,00:00,38.6
Sodankylä Tähtelä,2013,4,26,00:00,36.6
Sodankylä Tähtelä,2013,4,27,00:00,34.2
Sodankylä Tähtelä,2013,4,28,00:00,32.3
Sodankylä Tähtelä,2013,4,29,00:00,30.8
Sodankylä Tähtelä,2013,4,30,00:00,28.5
Sodankylä Tähtelä,2013,5,1,00:00,26.2
Sodankylä Tähtelä,2013,5,2,00:00,23.8
Sodankylä Tähtelä,2013,5,3,00:00,21.7
Sodankylä Tähtelä,2013,5,4,00:00,21.4
Sodankylä Tähtelä,2013,5,5,00:00,20.1
Sodankylä Tähtelä,2013,5,6,00:00,17.1
Sodankylä Tähtelä,2013,5,7,00:00,10.8
Sodankylä Tähtelä,2013,5,8,00:00,3.9
Sodankylä Tähtelä,2013,5,9,00:00,-1
Sodankylä Tähtelä,2013,5,10,00:00,-1
Sodankylä Tähtelä,2013,5,11,00:00,-1
Sodankylä Tähtelä,2013,5,12,00:00,-1
Sodankylä Tähtelä,2013,5,13,00:00,-1
Sodankylä Tähtelä,2013,5,14,00:00,-1
Sodankylä Tähtelä,2013,5,15,00:00,-1
Sodankylä Tähtelä,2013,5,16,00:00,-1
Sodankylä Tähtelä,2013,5,17,00:00,-1
Sodankylä Tähtelä,2013,5,18,00:00,-1
Sodankylä Tähtelä,2013,5,19,00:00,-1
Sodankylä Tähtelä,2013,5,20,00:00,-1
Sodankylä Tähtelä,2013,5,21,00:00,-1
Sodankylä Tähtelä,2013,5,22,00:00,-1
Sodankylä Tähtelä,2013,5,23,00:00,-1
Sodankylä Tähtelä,2013,5,24,00:00,-1
Sodankylä Tähtelä,2013,5,25,00:00,-1
Sodankylä Tähtelä,2013,5,26,00:00,-1
Sodankylä Tähtelä,2013,5,27,00:00,-1
Sodankylä Tähtelä,2013,5,28,00:00,-1
Sodankylä Tähtelä,2013,5,29,00:00,-1
Sodankylä Tähtelä,2013,5,30,00:00,-1
Sodankylä Tähtelä,2013,5,31,00:00,-1
Sodankylä Tähtelä,2013,6,1,00:00,-1
Sodankylä Tähtelä,2013,6,2,00:00,-1
Sodankylä Tähtelä,2013,6,3,00:00,-1
Sodankylä Tähtelä,2013,6,4,00:00,-1
Sodankylä Tähtelä,2013,6,5,00:00,-1
Sodankylä Tähtelä,2013,6,6,00:00,-1
Sodankylä Tähtelä,2013,6,7,00:00,-1
Sodankylä Tähtelä,2013,6,8,00:00,-1
Sodankylä Tähtelä,2013,6,9,00:00,-1
Sodankylä Tähtelä,2013,6,10,00:00,-1
Sodankylä Tähtelä,2013,6,11,00:00,-1
Sodankylä Tähtelä,2013,6,12,00:00,-1
Sodankylä Tähtelä,2013,6,13,00:00,-1
Sodankylä Tähtelä,2013,6,14,00:00,-1
Sodankylä Tähtelä,2013,6,15,00:00,-1
Sodankylä Tähtelä,2013,6,16,00:00,-1
Sodankylä Tähtelä,2013,6,17,00:00,-1
Sodankylä Tähtelä,2013,6,18,00:00,-1
Sodankylä Tähtelä,2013,6,19,00:00,-1
Sodankylä Tähtelä,2013,6,20,00:00,-1
Sodankylä Tähtelä,2013,6,21,00:00,-1
Sodankylä Tähtelä,2013,6,22,00:00,-1
Sodankylä Tähtelä,2013,6,23,00:00,-1
Sodankylä Tähtelä,2013,6,24,00:00,-1
Sodankylä Tähtelä,2013,6,25,00:00,-1
Sodankylä Tähtelä,2013,6,26,00:00,-1
Sodankylä Tähtelä,2013,6,27,00:00,-1
Sodankylä Tähtelä,2013,6,28,00:00,-1
Sodankylä Tähtelä,2013,6,29,00:00,-1
Sodankylä Tähtelä,2013,6,30,00:00,-1
Sodankylä Tähtelä,2013,7,1,00:00,-1
Sodankylä Tähtelä,2013,7,2,00:00,-1
Sodankylä Tähtelä,2013,7,3,00:00,-1
Sodankylä Tähtelä,2013,7,4,00:00,-1
Sodankylä Tähtelä,2013,7,5,00:00,-1
Sodankylä Tähtelä,2013,7,6,00:00,-1
Sodankylä Tähtelä,2013,7,7,00:00,-1
Sodankylä Tähtelä,2013,7,8,00:00,-1
Sodankylä Tähtelä,2013,7,9,00:00,-1
Sodankylä Tähtelä,2013,7,10,00:00,-1
Sodankylä Tähtelä,2013,7,11,00:00,-1
Sodankylä Tähtelä,2013,7,12,00:00,-1
Sodankylä Tähtelä,2013,7,13,00:00,-1
Sodankylä Tähtelä,2013,7,14,00:00,-1
Sodankylä Tähtelä,2013,7,15,00:00,-1
Sodankylä Tähtelä,2013,7,16,00:00,-1
Sodankylä Tähtelä,2013,7,17,00:00,-1
Sodankylä Tähtelä,2013,7,18,00:00,-1
Sodankylä Tähtelä,2013,7,19,00:00,-1
Sodankylä Tähtelä,2013,7,20,00:00,-1
Sodankylä Tähtelä,2013,7,21,00:00,-1
Sodankylä Tähtelä,2013,7,22,00:00,-1
Sodankylä Tähtelä,2013,7,23,00:00,-1
Sodankylä Tähtelä,2013,7,24,00:00,-1
Sodankylä Tähtelä,2013,7,25,00:00,-1
Sodankylä Tähtelä,2013,7,26,00:00,-1
Sodankylä Tähtelä,2013,7,27,00:00,-1
Sodankylä Tähtelä,2013,7,28,00:00,-1
Sodankylä Tähtelä,2013,7,29,00:00,-1
Sodankylä Tähtelä,2013,7,30,00:00,-1
Sodankylä Tähtelä,2013,7,31,00:00,-1
Sodankylä Tähtelä,2013,8,1,00:00,-1
Sodankylä Tähtelä,2013,8,2,00:00,-1
Sodankylä Tähtelä,2013,8,3,00:00,-1
Sodankylä Tähtelä,2013,8,4,00:00,-1
Sodankylä Tähtelä,2013,8,5,00:00,-1
Sodankylä Tähtelä,2013,8,6,00:00,-1
Sodankylä Tähtelä,2013,8,7,00:00,-1
Sodankylä Tähtelä,2013,8,8,00:00,-1
Sodankylä Tähtelä,2013,8,9,00:00,-1
Sodankylä Tähtelä,2013,8,10,00:00,-1
Sodankylä Tähtelä,2013,8,11,00:00,-1
Sodankylä Tähtelä,2013,8,12,00:00,-1
Sodankylä Tähtelä,2013,8,13,00:00,-1
Sodankylä Tähtelä,2013,8,14,00:00,-1
Sodankylä Tähtelä,2013,8,15,00:00,-1
Sodankylä Tähtelä,2013,8,16,00:00,-1
Sodankylä Tähtelä,2013,8,17,00:00,-1
Sodankylä Tähtelä,2013,8,18,00:00,-1
Sodankylä Tähtelä,2013,8,19,00:00,-1
Sodankylä Tähtelä,2013,8,20,00:00,-1
Sodankylä Tähtelä,2013,8,21,00:00,-1
Sodankylä Tähtelä,2013,8,22,00:00,-1
Sodankylä Tähtelä,2013,8,23,00:00,-1
Sodankylä Tähtelä,2013,8,24,00:00,-1
Sodankylä Tähtelä,2013,8,25,00:00,-1
Sodankylä Tähtelä,2013,8,26,00:00,-1
Sodankylä Tähtelä,2013,8,27,00:00,-1
Sodankylä Tähtelä,2013,8,28,00:00,-1
Sodankylä Tähtelä,2013,8,29,00:00,-1
Sodankylä Tähtelä,2013,8,30,00:00,-1
Sodankylä Tähtelä,2013,8,31,00:00,-1
Sodankylä Tähtelä,2013,9,1,00:00,-1
Sodankylä Tähtelä,2013,9,2,00:00,-1
Sodankylä Tähtelä,2013,9,3,00:00,-1
Sodankylä Tähtelä,2013,9,4,00:00,-
Sodankylä Tähtelä,2013,9,5,00:00,-1
Sodankylä Tähtelä,2013,9,6,00:00,-1
Sodankylä Tähtelä,2013,9,7,00:00,-1
Sodankylä Tähtelä,2013,9,8,00:00,-1
Sodankylä Tähtelä,2013,9,9,00:00,-1
Sodankylä Tähtelä,2013,9,10,00:00,-1
Sodankylä Tähtelä,2013,9,11,00:00,-1
Sodankylä Tähtelä,2013,9,12,00:00,-1
Sodankylä Tähtelä,2013,9,13,00:00,-1
Sodankylä Tähtelä,2013,9,14,00:00,-1
Sodankylä Tähtelä,2013,9,15,00:00,-1
Sodankylä Tähtelä,2013,9,16,00:00,-1
Sodankylä Tähtelä,2013,9,17,00:00,-1
Sodankylä Tähtelä,2013,9,18,00:00,-1
Sodankylä Tähtelä,2013,9,19,00:00,-1
Sodankylä Tähtelä,2013,9,20,00:00,-1
Sodankylä Tähtelä,2013,9,21,00:00,-1
Sodankylä Tähtelä,2013,9,22,00:00,-1
Sodankylä Tähtelä,2013,9,23,00:00,-1
Sodankylä Tähtelä,2013,9,24,00:00,-1
Sodankylä Tähtelä,2013,9,25,00:00,-1
Sodankylä Tähtelä,2013,9,26,00:00,-1
Sodankylä Tähtelä,2013,9,27,00:00,-1
Sodankylä Tähtelä,2013,9,28,00:00,-1
Sodankylä Tähtelä,2013,9,29,00:00,-1
Sodankylä Tähtelä,2013,9,30,00:00,-1
Sodankylä Tähtelä,2013,10,1,00:00,-1
Sodankylä Tähtelä,2013,10,2,00:00,-1
Sodankylä Tähtelä,2013,10,3,00:00,-1
Sodankylä Tähtelä,2013,10,4,00:00,-1
Sodankylä Tähtelä,2013,10,5,00:00,-1
Sodankylä Tähtelä,2013,10,6,00:00,-1
Sodankylä Tähtelä,2013,10,7,00:00,-1
Sodankylä Tähtelä,2013,10,8,00:00,-1
Sodankylä Tähtelä,2013,10,9,00:00,-1
Sodankylä Tähtelä,2013,10,10,00:00,-1
Sodankylä Tähtelä,2013,10,11,00:00,-1
Sodankylä Tähtelä,2013,10,12,00:00,-1
Sodankylä Tähtelä,2013,10,13,00:00,-1
Sodankylä Tähtelä,2013,10,14,00:00,-1
Sodankylä Tähtelä,2013,10,15,00:00,-1
Sodankylä Tähtelä,2013,10,16,00:00,-1
Sodankylä Tähtelä,2013,10,17,00:00,-1
Sodankylä Tähtelä,2013,10,18,00:00,-1
Sodankylä Tähtelä,2013,10,19,00:00,-1
Sodankylä Tähtelä,2013,10,20,00:00,-1
Sodankylä Tähtelä,2013,10,21,00:00,-1
Sodankylä Tähtelä,2013,10,22,00:00,-0.7
Sodankylä Tähtelä,2013,10,23,00:00,4.2
Sodankylä Tähtelä,2013,10,24,00:00,9.1
Sodankylä Tähtelä,2013,10,25,00:00,12.8
Sodankylä Tähtelä,2013,10,26,00:00,17
Sodankylä Tähtelä,2013,10,27,00:00,18
Sodankylä Tähtelä,2013,10,28,00:00,15.4
Sodankylä Tähtelä,2013,10,29,00:00,6.7
Sodankylä Tähtelä,2013,10,30,00:00,3.5
Sodankylä Tähtelä,2013,10,31,00:00,4
Sodankylä Tähtelä,2013,11,1,00:00,4
Sodankylä Tähtelä,2013,11,2,00:00,3.9
Sodankylä Tähtelä,2013,11,3,00:00,5
Sodankylä Tähtelä,2013,11,4,00:00,4.2
Sodankylä Tähtelä,2013,11,5,00:00,7.6
Sodankylä Tähtelä,2013,11,6,00:00,12.4
Sodankylä Tähtelä,2013,11,7,00:00,15
Sodankylä Tähtelä,2013,11,8,00:00,14.1
Sodankylä Tähtelä,2013,11,9,00:00,15.1
Sodankylä Tähtelä,2013,11,10,00:00,14
Sodankylä Tähtelä,2013,11,11,00:00,12.5
Sodankylä Tähtelä,2013,11,12,00:00,13.9
Sodankylä Tähtelä,2013,11,13,00:00,13.8
Sodankylä Tähtelä,2013,11,14,00:00,13
Sodankylä Tähtelä,2013,11,15,00:00,14.1
Sodankylä Tähtelä,2013,11,16,00:00,16
Sodankylä Tähtelä,2013,11,17,00:00,20.5
Sodankylä Tähtelä,2013,11,18,00:00,20.9
Sodankylä Tähtelä,2013,11,19,00:00,20.5
Sodankylä Tähtelä,2013,11,20,00:00,19.5
Sodankylä Tähtelä,2013,11,21,00:00,18.9
Sodankylä Tähtelä,2013,11,22,00:00,18.6
Sodankylä Tähtelä,2013,11,23,00:00,19
Sodankylä Tähtelä,2013,11,24,00:00,19.1
Sodankylä Tähtelä,2013,11,25,00:00,19.7
Sodankylä Tähtelä,2013,11,26,00:00,20.9
Sodankylä Tähtelä,2013,11,27,00:00,25.8
Sodankylä Tähtelä,2013,11,28,00:00,29.2
Sodankylä Tähtelä,2013,11,29,00:00,29
Sodankylä Tähtelä,2013,11,30,00:00,30.3
Sodankylä Tähtelä,2013,12,1,00:00,30.3
Sodankylä Tähtelä,2013,12,2,00:00,30
Sodankylä Tähtelä,2013,12,3,00:00,29.6
Sodankylä Tähtelä,2013,12,4,00:00,29
Sodankylä Tähtelä,2013,12,5,00:00,29.6
Sodankylä Tähtelä,2013,12,6,00:00,29.6
Sodankylä Tähtelä,2013,12,7,00:00,29.2
Sodankylä Tähtelä,2013,12,8,00:00,29.6
Sodankylä Tähtelä,2013,12,9,00:00,-
Sodankylä Tähtelä,2013,12,10,00:00,30.5
Sodankylä Tähtelä,2013,12,11,00:00,32.8
Sodankylä Tähtelä,2013,12,12,00:00,32
Sodankylä Tähtelä,2013,12,13,00:00,31.9
Sodankylä Tähtelä,2013,12,14,00:00,31.7
Sodankylä Tähtelä,2013,12,15,00:00,31.9
Sodankylä Tähtelä,2013,12,16,00:00,34.1
Sodankylä Tähtelä,2013,12,17,00:00,35.1
Sodankylä Tähtelä,2013,12,18,00:00,35
Sodankylä Tähtelä,2013,12,19,00:00,34.9
Sodankylä Tähtelä,2013,12,20,00:00,39.6
Sodankylä Tähtelä,2013,12,21,00:00,42.7
Sodankylä Tähtelä,2013,12,22,00:00,42.6
Sodankylä Tähtelä,2013,12,23,00:00,43
